id,title,year,source,query,run_date,stage,decision,reason,type,era,evidence_kind,screener1,screener2,category
doi:10.5121/IJCCSA.2013.3303,Security Issues in Cloud Computing Solution of DDOS and Introducing Two-Tier CAPTCHA,2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Pure CAPTCHA proposal without evaluation of mechanism or attacks,,,,exclude,exclude,-
doi:10.36306/konjes.1840529,BREAKING AND SECURING TEXT-BASED CAPTCHAS: AN EMPIRICAL STUDY ON BANKS' ONLINE AUTHENTICATION SYSTEMS,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates OCR-based automated attacks on text CAPTCHAs in banking,CAPTCHA,,,include,include,A
doi:10.1007/s00521-016-2564-5,A P2P Botnet detection scheme based on decision tree and adaptive multilayer neural networks,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-traffic botnet detection, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.1007/978-981-10-8360-0_23,Smart Mobile Bot Detection Through Behavioral Analysis,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Title only; no client-side anti-automation evident, bot sense unclear",,,,include,exclude,-
doi:10.1109/ACCESS.2026.3714741,ARGUS: A Robust Guard for Mobile Crowdsensing User Registration,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"adjudicated: Device battery-trace screening of emulated Sybil registrations, evaluated vs GANs",III,,,exclude,include,M
doi:10.55041/ijcope.v2i5.523,Sent-X: A Context-Aware and Explainable Framework for Sentiment Analysis with Authenticity Verification in Social Media,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from posts, not client-side anti-automation",,,,exclude,exclude,-
doi:10.55041/isjem04140,INCIDENT REPORTING AND RESOLUTION,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Citizen complaint platform; CAPTCHA only mentioned as security feature, no evaluation",,,,exclude,exclude,-
doi:10.1109/WAINA.2016.97,Effective CAPTCHA with Amodal Completion and Aftereffects by Complementary Colors and Difference of Luminance,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: CAPTCHA design proposal; abstract reports no evaluation,,,,exclude,include,-
doi:10.5120/IJCA2017914669,A Simple Approach to Automatic Filling CAPTCHA using Pattern Recognition,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates k-NN based CAPTCHA solver attacking image CAPTCHAs,CAPTCHA,,,include,include,A
doi:10.1109/eIT68936.2026.11670395,Stackelberg Game-Based Strategy Selection for CAPTCHA Defense Informed by Empirical Attack Studies,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Game-theoretic evaluation of CAPTCHA defense strategies using empirical attack data,CAPTCHA,,,include,include,M
s2:139cabeeebe7fe888967068af2c53e3851f70ae8,"Proceedings of the 4th Symposium on Usable Privacy and Security, SOUPS 2008, Pittsburgh, Pennsylvania, USA, July 23-25, 2008",2008,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Proceedings volume, not a specific research record",,,,exclude,exclude,-
doi:10.1117/12.2640719,A feature matching-based attack on text CAPTCHAs,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated attack on real-world text CAPTCHAs with high success rates,CAPTCHA,,,include,include,A
arXiv:2307.15180,EnSolver: Uncertainty-Aware Ensemble CAPTCHA Solvers with Theoretical Guarantees,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML CAPTCHA solver attack with evasion of lockout defenses,CAPTCHA,,,include,include,A
doi:10.1145/3770855.3818069,OTPCL: Optimal Transport Driven Pseudo-Labeling with Contrastive Learning for Social Bot Detection,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social bot detection from social graphs, not client-side anti-automation",,,,exclude,exclude,-
doi:10.14722/NDSS.2016.23154,A Simple Generic Attack on Text Captchas,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated attack breaking text CAPTCHAs deployed by major web providers,CAPTCHA,,,include,include,A
doi:10.1109/BigData55660.2022.10020919,Twitter Bot Identification: An Anomaly Detection Approach,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection, not client-side anti-automation on the web",,,,exclude,exclude,-
doi:10.1145/3270101.3270104,Towards Evaluating the Security of Real-World Deployed Image CAPTCHAs,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated attacks against real-world deployed image CAPTCHAs and solver services,CAPTCHA,,,include,include,A
doi:10.1109/NFV-SDN.2016.7919478,BotD: A scalable anomaly-based Bot Detection Architecture for securing web services,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network/SDN-based bot detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1007/978-3-030-92571-0_7,Automated Identification of Social Media Bots Using Deepfake Text Detection,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from text, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1007/978-3-642-21031-0_26,Hidden Bot Detection by Tracing Non-human Generated Traffic at the Zombie Host,2011,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Botnet traffic detection at host, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.1109/ICC45041.2023.10278669,BotCS: A Lightweight Model for Large-Scale Twitter Bot Detection Comparable to GNN-Based Models,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot account detection, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.1145/2487788.2487866,Framework for evaluation of text captchas,2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates learning-based automated attacks on text CAPTCHAs with human-solver comparison,CAPTCHA,,,include,include,A
doi:10.55041/ijsrem47613,ML Based Solution to Refine Captcha,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates passive browser-based behavioral CAPTCHA for bot detection with ML,III,,,include,include,M
doi:10.1080/1023697X.2011.10668241,CAPTCHA in Security ECIS: Depress Phishing by CAPTCHA with OTP,2011,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: CAPTCHA used for anti-phishing/MITM authentication, not anti-automation bot defense",,,,exclude,exclude,-
doi:10.1109/ICDM.2016.0046,AWarp: Fast Warping Distance for Sparse Time Series,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Time-series DTW algorithm; no web anti-automation mechanism or attack evaluated,,,,exclude,exclude,-
s2:1cab29f00f758ba4031992daf9c7b8ec8d5711ac,"Information Security: 7th International Conference, ISC 2004, Palo Alto, CA, USA, September 27-29, 2004, Proceedings",2004,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: General security conference proceedings volume; no specific anti-automation content,,,,exclude,exclude,-
doi:10.5204/mcj.2726,A Flattering Robopocalypse,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Humanities critique of CAPTCHAs; no mechanism evaluation or attack,,,,exclude,exclude,-
s2:1d078f151efaf5b235567f5959030ac4b901294c,Poster : Protecting Campus Networks with Cost-effective DDoS Defense,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: DDoS network defense, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/COMPSAC69091.2026.00094,Security Evaluation of Multi-Slot Slider Captchas Against Deep Learning-Based Attacks,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep-learning attacks on slider CAPTCHAs and adversarial defenses,CAPTCHA,,,include,include,A
doi:10.3390/electronics15091936,H2-MAS: A Hybrid Heuristic-Multi-Agent Architecture for Semantic Bot Detection,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates LLM-based bot detection mechanism for web automation traffic,II,,,include,include,M
s2:1f165e5bad9d6d8909fba27ac19e74a4ffdbf75a,"Browser Fingerprinting: Analysis, Detection, and Prevention at Runtime",2014,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Fingerprinting for tracking/privacy prevention, not bot detection or anti-automation",,,,exclude,exclude,-
doi:10.24963/ijcai.2022/530,"3E-Solver: An Effortless, Easy-to-Update, and End-to-End Solver with Semi-Supervised Learning for Breaking Text-Based Captchas",2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates semi-supervised ML attack breaking text-based CAPTCHAs,CAPTCHA,,,include,include,A
doi:10.1109/ICSFT66733.2026.11506906,FedDL-Spam: A Federated Deep Learning Model for Collaborative Spambot Detection in OSNs,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social-media spambot detection from posts/behavior; not client-side anti-automation.,,,,exclude,exclude,-
doi:10.5220/0014308400004052,"Generative Adversarial Networks for Malicious Social Bot Detection: Insights, Taxonomy, Datasets, and Future Directions",2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social-media bot detection from posts; not client-side anti-automation.,,,,exclude,exclude,-
s2:2149fb23c26efd195d55eafa002e96cb71fb5f54,Are You Human? A Shift from Knowledge Factor to Inherence Factor,2012,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Conceptual position paper on authentication factors; no anti-automation mechanism evaluation evident,,,,exclude,exclude,-
doi:10.3233/JCS-16847,On the security and usability of dynamic cognitive game CAPTCHAs,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated and hybrid attacks against dynamic cognitive game CAPTCHAs.,CAPTCHA,,,include,include,A
doi:10.1145/3378446,Using Generative Adversarial Networks to Break and Protect Text Captchas,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates GAN-based text CAPTCHA solver attack on 33 real schemes,CAPTCHA,,,include,include,A
doi:10.26438/ijcse/v7i3.6067,Evaluating and Designing a Secure Text-Based CAPTCHA and Picture Password for Online Examinations,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Title only (abstract is journal boilerplate); evaluates text CAPTCHA security,CAPTCHA,,,include,exclude,M
doi:10.1145/3196494.3201581,POSTER: DeepCRACk: Using Deep Learning to Automatically CRack Audio CAPTCHAs,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep learning attack cracking audio CAPTCHAs with high accuracy,CAPTCHA,,,include,include,A
s2:249f1c891dbe81a825cfb4fbf1669ff95baf9779,Self-supervised Representation Learning Across Sequential and Tabular Features Using Transformers,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Representation learning paper; no anti-automation mechanism or attack,,,,exclude,exclude,-
doi:10.1109/ACCESS.2023.3298442,Augment CAPTCHA Security Using Adversarial Examples With Neural Style Transfer,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates hardened CAPTCHA design resisting deep-learning solvers,CAPTCHA,,,include,include,M
doi:10.1007/s00521-023-08262-0,Few-shot learning in realistic settings for text CAPTCHA recognition,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML attack on text CAPTCHAs in realistic settings,CAPTCHA,,,include,include,A
doi:10.2196/78671,Exploring Methods to Mitigate Fraud in Web-Based Surveys: Multicase Study Analysis,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Survey fraud mitigation case study, not client-side anti-automation mechanism or attack research",,,,exclude,exclude,-
doi:10.1145/3774904.3792690,FediScan: Collaborative Social Bot Detection in the Fediverse,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social bot account detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.3390/APP9102010,A Low-Cost Approach to Crack Python CAPTCHAs Using AI-Based Chosen-Plaintext Attack,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates low-cost AI chosen-plaintext attack cracking Python CAPTCHA libraries,CAPTCHA,,,include,include,A
s2:28a292db1c894c95bd6597d653392d5501436511,"Shortcomings in CAPTCHA Design and Implementation: Captcha2, a Commercial Proposal",2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Title only; analyses CAPTCHA design and implementation shortcomings,CAPTCHA,,,include,exclude,M
doi:10.24191/jeesr.v26i1.005,Enhanced Slider CAPTCHA Recognition for Vulnerability Assessment,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML-based slider CAPTCHA solver attack with new metrics,CAPTCHA,,,include,include,A
doi:10.35940/ijitee.a4841.129219,Shield Advanced Mitigation System of Distributed Denial of Service Attack in Integration of Internet of Things and Cloud Computing Environment,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: DDoS mitigation in cloud/IoT, not web client-side anti-automation; proposal without evaluation",,,,exclude,exclude,-
s2:2bf52d5ec99a31d109bfeafa7c94d546baa59cbf,A SDN-based Sampling System for Cloud P 2 P Bots Detection,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-traffic bot detection, not client-side anti-automation on the web",,,,exclude,exclude,-
doi:10.1158/1538-7445.am2025-628,Abstract 628: Enhancing data integrity in contact registries: Methods for preventing fraudulent enrollment,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Public health registry fraud prevention practice, not anti-automation research",,,,exclude,exclude,-
doi:10.1155/2021/9930608,Augmented Data Selector to Initiate Text-Based CAPTCHA Attack,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML attacks on text-based CAPTCHAs with data augmentation,CAPTCHA,,,include,include,A
doi:10.3390/electronics11152350,Exposure of Botnets in Cloud Environment by Expending Trust Model with CANFES Classification Approach,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Cloud botnet detection via network traffic; not client-side web anti-automation,,,,exclude,exclude,-
doi:10.4018/ijsst.2020010103,Computer Architecture,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Pure CAPTCHA design proposal without evaluation,,,,exclude,exclude,-
doi:10.15587/1729-4061.2018.148307,Development of a system for graphic captcha systems recognition using competing cellular automata,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated CAPTCHA image recognition attack exceeding 80% accuracy,CAPTCHA,,,include,include,A
doi:10.1371/journal.pone.0331978,G-CutMix: A CutMix-based graph data augmentation method for bot detection in social networks,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from graphs, not client-side anti-automation",,,,exclude,exclude,-
